"gene","CLIC_score"
"Hnf4g",0.169380017589182
"Zfhx4",0.884064356513628
"Pex2",0.8155285889155
"1700008P02Rik",-0.0104186644101838
"Pkia",0.921288765444943
"Zc2hc1a",0.852725099008776
"Il7",0.868566739483336
"1700010I02Rik",0.0163673691918264
"Stmn2",0.874638695543252
"Hey1",0.780843301471148
"Mrps28",0.0558336680534002
"Tpd52",0.872384188460977
"Zbtb10",0.807502518118976
"Zfp704",0.825210681411389
"Pag1",0.887228326265247
"Fabp5",0.663433208837819
"Gm9833",0.0654057411329619
"Pmp2",0.762783596310567
"Fabp9",0.777368613765036
"Fabp4",0.808412838153967
"Fabp12",-0.050241379455087
"Impa1",0.686965329742304
"Slc10a5",0.829087312798083
"Zfand1",-0.102391483428849
"Chmp4c",0.446895810064591
"Snx16",0.495923689712323
"Ralyl",0.923067275716455
"Slc7a12",0.174678629574305
"Lrrcc1",0.457680273506091
"E2f5",0.375535663943907
"Car13",0.738107776524914
"Car1",0.078652647037289
"Car3",0.728985339587002
"Car2",0.81395466781837
"Gm9733",0.671328670579421
"Sirpb1a",0.661863466047162
"Sirpb1b",0.680888181030621
"Sirpb1c",0.770988779969936
"Gm5150",0.67446970582497
"Ythdf3",0.542181692557923
"Cypt12",-0.0451014590760827
"Bhlhe22",0.736833981512491
"Cyp7b1",0.857000439907587
"Armc1",0.322996230846346
"Mtfr1",0.925649309998934
"Pde7a",0.874135191385778
"Dnajc5b",0.148561050082133
"1700064H15Rik",-0.106019484235174
"Trim55",0.931212684109266
"Crh",0.28543807088299
"Cp",0.886599296838122
"Hps3",0.900106302209196
"Hltf",0.481913009291525
"Gyg",0.839028585391582
"Cpa3",0.0510050108954716
"Cpb1",0.842122326428888
"Agtr1b",0.895004320122856
"Tbl1xr1",0.887362136596598
"Spata16",0.535886441162139
"Ect2",0.72854292699537
"Nceh1",0.748226424799811
"Tnfsf10",0.912986650940429
"Ghsr",0.605627947333483
"Fndc3b",0.937012927743269
"Tmem212",0.200359466787387
"Pld1",0.937814826529308
"Tnik",0.931315138902047
"Slc2a2",0.901645020564288
"Eif5a2",0.594230269422848
"Rpl22l1",0.354225225719709
"Gm1527",-0.00821445687134073
"Actrt3",0.241113284582747
"Mynn",0.368454270244296
"Lrrc34",0.346343727937017
"Lrriq4",0.177275484080735
"Lrrc31",0.576160005116894
"Samd7",0.314381581246077
"Sec62",0.168071416472406
"Gpr160",0.917360820592184
"Phc3",0.38762216654839
"Prkci",0.661137875588741
"Skil",0.523963411468679
"Cldn11",0.885811906641473
"Slc7a14",0.852816161639132
"Kcnmb2",0.908849784838422
"Zmat3",0.827406837135063
"Pik3ca",0.837247878124639
"Kcnmb3",0.489735929316719
"Zfp639",0.24089866009975
"Mfn1",0.797533990603728
"Gnb4",0.837141378344486
"Actl6a",0.453501494891596
"Mrpl47",0.675241087135738
"Ndufb5",0.169599269060892
"Usp13",0.876635645744634
"Pex5l",0.964987249737596
"Ttc14",0.0170698748833898
"Ccdc39",0.847274685228243
"Fxr1",0.849653566819028
"Dnajc19",0.0626486549436951
"Sox2",0.881894679562983
"Atp11b",0.771572892667983
"Dcun1d1",0.782863164935256
"Mccc1",0.612666793395349
"Ccdc144b",0.672780548822602
"Acad9",0.239668347169974
"Qrfpr",0.699008140433901
"Anxa5",0.901147020110586
"1810062G17Rik",0.59367165486961
"Exosc9",0.387824003509881
"Ccna2",0.749439485970013
"Bbs7",0.684292924848667
"Trpc3",0.906707601563634
"4932438A13Rik",0.7148162411979
"Adad1",-0.0688125902856803
"Il2",0.302656038693922
"Il21",0.0301961288911155
"Cetn4",0.382875543958955
"Fgf2",0.890763331569425
"Bbs12",0.384739058008242
"Nudt6",0.367690783295901
"Spata5",0.238384248224667
"Spry1",0.856156016234755
"Gm5148",0.361289001879456
"Ankrd50",0.86302103339524
"Fat4",0.78460439798727
"Intu",0.83961110253445
"Slc25a31",0.0534726651552149
"Hspa4l",0.737622619577902
"Plk4",0.40734873737692
"Mfsd8",0.351181423300095
"1700034I23Rik",0.579128434585448
"Larp1b",0.889304797653227
"Pgrmc2",0.382514707354487
"Jade1",0.584715266554567
"Sclt1",0.732459389476088
"D3Ertd751e",0.00644693010408846
"Pcdh10",0.9557213078406
"Pabpc4l",0.746266897877454
"Pcdh18",0.871462250232242
"Elf2",0.958433691237124
"Mgarp",0.83333161670622
"Ndufc1",0.460724404883172
"Naa15",0.627055793509937
"Rab33b",0.624631592675746
"Setd7",0.807756444828773
"Mgst2",0.66287338845971
"Maml3",0.84604623764001
"Foxo1",0.910055922850756
"Cog6",0.569809141338584
"Lhfp",0.936157722742063
"Nhlrc3",0.69224854753859
"Proser1",0.297379124238248
"Stoml3",0.158834501639589
"Frem2",0.715514281374974
"Gm10985",-0.122556865342663
"Ufm1",-0.0779225817732066
"Trpc4",0.956631996078037
"Postn",0.860358790053186
"Supt20",0.444226608297233
"Gm21958",0.148820038373851
"Exosc8",0.453610811441342
"Alg5",0.395098187310324
"Smad9",0.901434488618877
"Rfxap",-0.0662324195860686
"Sertm1",0.90960430952161
"Ccna1",0.617062060900659
"Spg20",0.799238260790699
"Ccdc169",0.371443406147074
"Sohlh2",0.122396156653041
"Dclk1",0.926592584053521
"Gm21954",0.918789197073122
"Mab21l1",0.654221304872983
"Tm4sf1",0.896089180461187
"Tm4sf4",0.359090092991493
"Wwtr1",0.948167590233273
"Commd2",0.200249931217891
"Ankub1",0.672087070234474
"Rnf13",0.786137298812539
"Pfn2",0.737267419247373
"Tsc22d2",0.547107489941457
"Serp1",0.523050306750347
"Eif2a",0.193304520556849
"Erich6",0.231704775325674
"Siah2",0.685144995941348
"Clrn1",0.693507435062993
"Med12l",0.759118458129321
"Gpr171",0.72932500816558
"P2ry14",0.471288212701636
"Gpr87",0.116576885229464
"P2ry13",0.836242248298198
"P2ry12",0.910730151237688
"Igsf10",0.688765511273711
"Gm5538",0.372844870807949
"Gm8298",0.0952491685834897
"C130079G13Rik",0.045441499056584
"Aadacl2",0.079276570535631
"Aadac",0.792626590871678
"Sucnr1",0.301099522809512
"Mbnl1",0.94110419724703
"P2ry1",0.754571143921689
"Rap2b",0.525165126397173
"B430305J03Rik",0.341524632916991
"Arhgef26",0.872868527816434
"Dhx36",0.167279152094727
"Gpr149",0.643425562933318
"Mme",0.763129144273996
"Plch1",0.700841760259104
"E130311K13Rik",0.111002600476066
"Slc33a1",0.381172775814396
"Gmps",0.324225997276418
"Vmn2r1",0.909063255718328
"Vmn2r2",0.885604158878124
"Vmn2r3",0.151490976742806
"Vmn2r4",0.102359569302647
"Vmn2r5",0.0525445870406155
"Vmn2r6",0.202048152138638
"Vmn2r7",0.320144861023256
"Kcnab1",0.840862665609051
"Ssr3",0.54947307040661
"Tiparp",0.789825966894272
"Lekr1",0.552408858470305
"Ccnl1",0.802822673634691
"Veph1",0.460559810307243
"Ptx3",0.747863352462904
"Shox2",0.775771114680278
"Rsrc1",0.261181791603959
"Gm17402",0.706984732774217
"Mlf1",0.852848071113369
"Gfm1",0.15365076333164
"Lxn",0.668055376610995
